   ,日期,时间,交易量,成功率,响应时间
25571,0218,1810,917,95.42%,78.85
25572,0218,1811,929,95.69%,124.27
25573,0218,1812,841,93.58%,78.94
25574,0218,1813,883,97.17%,169.76
25575,0218,1814,851,95.77%,79.35
25576,0218,1815,888,94.59%,85.75
25577,0218,1816,853,96.37%,81.62
25578,0218,1817,856,95.79%,82.67
25579,0218,1818,903,94.02%,167.96
25580,0218,1819,876,95.78%,125.68
25581,0218,1820,915,93.77%,81.97
25582,0218,1821,907,94.49%,79.06
25583,0218,1822,829,96.5%,79.83
25584,0218,1823,770,95.58%,83.06
25585,0218,1824,870,95.63%,175.9
25586,0218,1825,846,95.86%,127.79
25587,0218,1826,888,95.27%,78.75
25588,0218,1827,760,96.32%,187.39
25589,0218,1828,860,95.12%,173.43
25590,0218,1829,810,95.43%,134.3
25591,0218,1830,822,95.62%,129.52
25592,0218,1831,854,94.5%,84.69
25593,0218,1832,840,95.12%,82.99
25594,0218,1833,791,95.32%,185.15
25595,0218,1834,845,94.67%,83.15
25596,0218,1835,795,94.84%,181.96
25597,0218,1836,814,93.73%,131.99
25598,0218,1837,765,95.16%,240.77
25599,0218,1838,759,96.97%,78.01
25600,0218,1839,822,95.38%,78.09
25601,0218,1840,822,97.45%,77.98
25602,0218,1841,794,95.21%,132.4
25603,0218,1842,832,96.88%,133.41
25604,0218,1843,810,96.54%,79.84
25605,0218,1844,899,94.66%,211.61
25606,0218,1845,800,96.5%,79.76
25607,0218,1846,802,94.64%,80.9
25608,0218,1847,781,95.01%,77.34
25609,0218,1848,811,95.81%,179.8
25610,0218,1849,858,96.27%,172.04
25611,0218,1850,797,94.73%,233.2
25612,0218,1851,824,93.81%,179.67
25613,0218,1852,829,96.14%,226.31
25614,0218,1853,833,95.08%,79.87
25615,0218,1854,839,95.35%,225.8
25616,0218,1855,841,95.24%,222.29
25617,0218,1856,744,95.43%,82.58
25618,0218,1857,765,96.34%,77.25
25619,0218,1858,762,95.14%,138.1
25620,0218,1859,732,95.49%,82.56
25621,0218,1900,755,95.89%,140.87
25622,0218,1901,790,96.46%,86.68
25623,0218,1902,772,95.08%,188.4
25624,0218,1903,732,95.08%,150.18
25625,0218,1904,767,96.48%,81.88
25626,0218,1905,777,97.17%,82.9
25627,0218,1906,731,94.94%,242.66
25628,0218,1907,745,95.57%,81.01
25629,0218,1908,754,93.63%,187.65
25630,0218,1909,793,95.08%,180.11
25631,0218,1910,778,94.6%,233.86
25632,0218,1911,722,95.84%,189.34
25633,0218,1912,744,95.97%,77.45
25634,0218,1913,799,95.12%,220.55
25635,0218,1914,802,96.38%,177.3
25636,0218,1915,789,96.2%,78.24
25637,0218,1916,738,96.75%,80.1
25638,0218,1917,760,94.87%,134.4
25639,0218,1918,757,95.51%,130.19
25640,0218,1919,735,96.87%,136.37
25641,0218,1920,721,97.09%,135.18
25642,0218,1921,784,95.54%,82.51
25643,0218,1922,772,94.95%,130.5
25644,0218,1923,774,95.48%,129.12
25645,0218,1924,739,95.81%,86.95
25646,0218,1925,764,96.07%,131.8
25647,0218,1926,760,96.05%,85.11
25648,0218,1927,793,97.23%,138.05
25649,0218,1928,753,94.56%,193.15
25650,0218,1929,684,96.78%,93.44
25651,0218,1930,724,95.72%,141.61
25652,0218,1931,764,94.9%,136.37
25653,0218,1932,714,93%,247.62
25654,0218,1933,720,95.28%,197.46
25655,0218,1934,766,95.82%,86.19
25656,0218,1935,698,96.28%,139.57
25657,0218,1936,682,95.45%,198.6
25658,0218,1937,673,95.99%,199.24
25659,0218,1938,701,96.01%,143.53
25660,0218,1939,717,94.14%,138.04
25661,0218,1940,692,96.68%,81.2
25662,0218,1941,690,97.1%,82.08
25663,0218,1942,665,94.89%,141.46
25664,0218,1943,670,94.63%,207.42
25665,0218,1944,632,95.89%,337.36
25666,0218,1945,660,94.7%,82.01
25667,0218,1946,663,94.42%,142.36
25668,0218,1947,676,95.27%,85.22
25669,0218,1948,654,94.65%,143.35
25670,0218,1949,624,95.51%,86.76
25671,0218,1950,688,95.93%,141.68
25672,0218,1951,671,97.17%,202.56
25673,0218,1952,629,95.71%,146
25674,0218,1953,705,96.03%,139.89
25675,0218,1954,649,94.14%,330.42
25676,0218,1955,648,92.75%,82.03
25677,0218,1956,682,95.16%,199.32
25678,0218,1957,591,95.6%,216.76
25679,0218,1958,657,93.91%,205.08
25680,0218,1959,621,95.17%,82.74
25681,0218,2000,648,94.91%,86.91
25682,0218,2001,627,95.06%,149.55
25683,0218,2002,666,96.1%,146.34
25684,0218,2003,646,95.2%,85.76
25685,0218,2004,614,95.28%,148.8
25686,0218,2005,617,94.65%,214.81
25687,0218,2006,575,94.78%,151.4
25688,0218,2007,653,93.42%,212.49
25689,0218,2008,625,96.32%,280.96
25690,0218,2009,634,96.53%,143.15
25691,0218,2010,612,94.93%,84.62
25692,0218,2011,578,93.6%,155.41
25693,0218,2012,619,94.02%,219.93
25694,0218,2013,623,95.18%,209.95
25695,0218,2014,650,96%,148.83
25696,0218,2015,642,95.95%,86.21
25697,0218,2016,623,95.02%,154.94
25698,0218,2017,612,94.93%,86.12
25699,0218,2018,551,95.64%,86.1
25700,0218,2019,561,96.97%,82.74
25701,0218,2020,550,95.64%,83.15
25702,0218,2021,577,95.49%,85.89
25703,0218,2022,558,94.98%,85.77
25704,0218,2023,533,94.75%,538.11
25705,0218,2024,541,95.01%,86.7
25706,0218,2025,515,94.95%,84.66
25707,0218,2026,513,92.98%,88.04
25708,0218,2027,482,95.64%,88.09
25709,0218,2028,580,95.86%,84.7
25710,0218,2029,600,96%,149.98
25711,0218,2030,521,95.2%,167.75
25712,0218,2031,523,94.26%,241.26
25713,0218,2032,516,95.35%,85.4
25714,0218,2033,511,95.89%,168.93
25715,0218,2034,526,96.96%,163.46
25716,0218,2035,517,95.55%,163.98
25717,0218,2036,529,95.65%,238.76
25718,0218,2037,576,95.66%,225.96
25719,0218,2038,514,95.14%,164.94
25720,0218,2039,493,95.33%,249.68
25721,0218,2040,521,95.78%,90.58
25722,0218,2041,494,94.74%,168.56
25723,0218,2042,471,95.97%,85.85
25724,0218,2043,508,95.28%,175.21
25725,0218,2044,483,95.65%,90.94
25726,0218,2045,466,95.71%,84.81
25727,0218,2046,518,96.72%,91.2
25728,0218,2047,488,96.11%,249.95
25729,0218,2048,481,96.05%,169.77
25730,0218,2049,446,95.74%,83.02
25731,0218,2050,469,97.01%,173.15
25732,0218,2051,431,97.45%,181.94
25733,0218,2052,482,96.47%,88.86
25734,0218,2053,460,94.78%,88.52
25735,0218,2054,424,96.7%,284.15
25736,0218,2055,459,95.21%,84.24
25737,0218,2056,442,95.25%,173.74
25738,0218,2057,403,96.28%,183.96
25739,0218,2058,422,95.73%,87.62
25740,0218,2059,451,96.23%,17999.72
25741,0218,2100,412,94.9%,283.69
25742,0218,2101,435,92.64%,177.06
25743,0218,2102,458,96.07%,178.71
25744,0218,2103,431,93.27%,272.11
25745,0218,2104,430,94.88%,180.32
25746,0218,2105,428,96.73%,178.96
25747,0218,2106,482,96.47%,253.27
25748,0218,2107,436,94.27%,89.02
25749,0218,2108,467,96.57%,173.29
25750,0218,2109,450,94.89%,174.89
25751,0218,2110,395,94.43%,87.4
25752,0218,2111,432,94.44%,92.31
25753,0218,2112,400,95.75%,187.92
25754,0218,2113,412,95.63%,84.16
25755,0218,2114,380,96.32%,82.78
25756,0218,2115,423,95.74%,88.62
25757,0218,2116,354,97.46%,89.95
25758,0218,2117,368,94.84%,201.04
25759,0218,2118,410,94.15%,185.38
25760,0218,2119,389,96.92%,190.73
25761,0218,2120,358,95.81%,201.41
25762,0218,2121,370,94.86%,85.67
25763,0218,2122,372,95.43%,88.28
25764,0218,2123,366,95.63%,87.21
25765,0218,2124,400,96%,87.34
25766,0218,2125,366,95.08%,96.38
25767,0218,2126,367,95.37%,85.95
25768,0218,2127,343,94.46%,87.47
25769,0218,2128,331,96.68%,211.05
25770,0218,2129,338,96.75%,86.93
25771,0218,2130,349,96.56%,209.71
25772,0218,2131,337,96.74%,96.39
25773,0218,2132,353,96.6%,202.31
25774,0218,2133,341,94.43%,92.16
25775,0218,2134,303,94.72%,224.55
25776,0218,2135,330,94.24%,91.94
25777,0218,2136,324,95.37%,91.75
25778,0218,2137,349,93.98%,210.98
25779,0218,2138,303,93.07%,221.22
25780,0218,2139,306,95.75%,85.84
25781,0218,2140,293,96.25%,222.17
25782,0218,2141,318,97.48%,339.42
25783,0218,2142,304,97.7%,350.8
25784,0218,2143,326,96.32%,88.06
25785,0218,2144,309,95.47%,94.08
25786,0218,2145,317,96.21%,89.97
25787,0218,2146,293,93.17%,88.24
25788,0218,2147,307,93.81%,93.53
25789,0218,2148,289,94.81%,232.15
25790,0218,2149,265,96.6%,96.87
25791,0218,2150,276,96.74%,391.07
25792,0218,2151,254,95.67%,92.53
25793,0218,2152,248,95.16%,85.64
25794,0218,2153,280,95.36%,86.81
25795,0218,2154,284,98.24%,234.56
25796,0218,2155,277,96.39%,97.42
25797,0218,2156,279,96.06%,86.29
25798,0218,2157,252,98.02%,92.3
25799,0218,2158,279,97.49%,234.45
25800,0218,2159,266,96.62%,90.82
25801,0218,2200,257,95.72%,86.08
25802,0218,2201,250,95.6%,87.52
25803,0218,2202,225,96%,274.78
25804,0218,2203,220,97.73%,269.29
25805,0218,2204,268,97.01%,100.01
25806,0218,2205,230,93.04%,93.47
25807,0218,2206,258,96.51%,251.24
25808,0218,2207,216,96.76%,94.46
25809,0218,2208,248,96.37%,414.81
25810,0218,2209,258,96.51%,394.76
25811,0218,2210,240,94.17%,88.08
25812,0218,2211,219,94.52%,274.52
25813,0218,2212,216,95.83%,93.77
25814,0218,2213,242,97.11%,84.89
25815,0218,2214,228,97.37%,269.1
25816,0218,2215,213,93.9%,286.94
25817,0218,2216,231,96.1%,277.55
25818,0218,2217,218,95.87%,99.92
25819,0218,2218,224,96.43%,94.75
25820,0218,2219,191,98.43%,98.65
25821,0218,2220,240,95.83%,84.62
25822,0218,2221,255,96.08%,87.3
25823,0218,2222,249,95.98%,124.5
25824,0218,2223,214,96.26%,93.1
25825,0218,2224,212,97.17%,88.29
25826,0218,2225,198,92.93%,102.62
25827,0218,2226,179,92.74%,81.75
25828,0218,2227,220,93.64%,86.85
25829,0218,2228,197,92.39%,100.89
25830,0218,2229,186,98.39%,98.24
25831,0218,2230,152,94.08%,92.22
25832,0218,2231,163,94.48%,89.44
25833,0218,2232,149,95.97%,357.99
25834,0218,2233,150,96%,359.13
25835,0218,2234,151,98.01%,88.66
25836,0218,2235,148,97.97%,88.22
25837,0218,2236,143,96.5%,92.83
25838,0218,2237,147,97.28%,95.84
25839,0218,2238,152,98.03%,87.53
25840,0218,2239,175,93.14%,320.38
25841,0218,2240,173,95.38%,100.27
25842,0218,2241,146,97.26%,87.51
25843,0218,2242,170,96.47%,94.57
25844,0218,2243,145,99.31%,96.19
25845,0218,2244,142,94.37%,95.96
25846,0218,2245,150,94%,100.81
25847,0218,2246,140,94.29%,122.84
25848,0218,2247,136,89.71%,125.4
25849,0218,2248,149,95.97%,390.34
25850,0218,2249,148,95.27%,121.43
25851,0218,2250,141,97.16%,393.2
25852,0218,2251,136,94.85%,89.01
25853,0218,2252,129,94.57%,132.55
25854,0218,2253,116,95.69%,126.72
25855,0218,2254,111,96.4%,118.73
25856,0218,2255,119,92.44%,434.52
25857,0218,2256,118,98.31%,98.93
25858,0218,2257,101,99.01%,93.28
25859,0218,2258,124,100%,87.62
25860,0218,2259,137,95.62%,90.82
25861,0218,2300,122,96.72%,764.3
25862,0218,2301,122,92.62%,102.75
25863,0218,2302,124,96.77%,107.69
25864,0218,2303,133,94.74%,99.47
25865,0218,2304,86,95.35%,91.6
25866,0218,2305,108,96.3%,90.72
25867,0218,2306,120,98.33%,91.76
25868,0218,2307,107,94.39%,93.84
25869,0218,2308,108,91.67%,88.69
25870,0218,2309,108,95.37%,97.19
25871,0218,2310,105,95.24%,94.5
25872,0218,2311,94,96.81%,87.11
25873,0218,2312,79,100%,89.03
25874,0218,2313,101,95.05%,96.91
25875,0218,2314,91,96.7%,89.15
25876,0218,2315,75,96%,636.21
25877,0218,2316,85,95.29%,86.92
25878,0218,2317,110,100%,93.37
25879,0218,2318,115,94.78%,96.51
25880,0218,2319,109,91.74%,472.96
25881,0218,2320,109,94.5%,102.51
25882,0218,2321,78,96.15%,1114.59
25883,0218,2322,118,95.76%,98.95
25884,0218,2323,100,93%,92.18
25885,0218,2324,97,96.91%,95.64
25886,0218,2325,81,91.36%,111.22
25887,0218,2326,91,98.9%,134.29
25888,0218,2327,85,89.41%,127.47
25889,0218,2328,98,94.9%,98.9
25890,0218,2329,80,96.25%,627.55
25891,0218,2330,82,90.24%,657.2
25892,0218,2331,98,94.9%,89.82
25893,0218,2332,100,98%,91.71
25894,0218,2333,92,93.48%,96.01
25895,0218,2334,84,96.43%,86.92
25896,0218,2335,85,96.47%,90.44
25897,0218,2336,66,96.97%,108.91
25898,0218,2337,87,91.95%,94.6
25899,0218,2338,87,98.85%,125.9
25900,0218,2339,102,98.04%,915.45
25901,0218,2340,100,96%,501.9
25902,0218,2341,66,100%,98.14
25903,0218,2342,83,97.59%,96.58
25904,0218,2343,79,97.47%,97.78
25905,0218,2344,78,93.59%,91.6
25906,0218,2345,69,100%,91.64
25907,0218,2346,62,96.77%,93.31
25908,0218,2347,62,98.39%,93.18
25909,0218,2348,47,95.74%,98.87
25910,0218,2349,54,94.44%,128.44
25911,0218,2350,55,98.18%,116.67
25912,0218,2351,52,92.31%,111.56
25913,0218,2352,57,94.74%,97.51
25914,0218,2353,66,95.45%,101.21
25915,0218,2354,53,96.23%,95.06
25916,0218,2355,77,94.81%,626.14
25917,0218,2356,54,96.3%,95.8
25918,0218,2357,48,95.83%,92.92
25919,0218,2358,62,93.55%,95.6
25920,0218,2359,63,92.06%,95.56
25921,0219,0000,40,95%,1101.98
25922,0219,0001,93,96.77%,520.92
25923,0219,0002,96,97.92%,504.21
25924,0219,0003,95,98.95%,90.63
25925,0219,0004,91,96.7%,102.93
25926,0219,0005,77,92.21%,94.12
25927,0219,0006,116,94.83%,96.7
25928,0219,0007,81,98.77%,95.07
25929,0219,0008,108,98.15%,104.31
25930,0219,0009,124,91.13%,111.3
25931,0219,0010,96,98.96%,101.77
25932,0219,0011,70,97.14%,124.27
25933,0219,0012,108,95.37%,106.65
25934,0219,0013,86,96.51%,567.24
25935,0219,0014,75,98.67%,104.93
25936,0219,0015,76,94.74%,632.91
25937,0219,0016,76,94.74%,112.86
25938,0219,0017,72,100%,102.32
25939,0219,0018,97,93.81%,105.15
25940,0219,0019,90,97.78%,105.56
25941,0219,0020,77,97.4%,97.78
25942,0219,0021,82,96.34%,110.93
25943,0219,0022,73,94.52%,96.04
25944,0219,0023,80,93.75%,115.8
25945,0219,0024,75,100%,119.13
25946,0219,0025,77,96.1%,100.16
25947,0219,0026,78,96.15%,101.19
25948,0219,0027,87,97.7%,103.94
25949,0219,0028,67,95.52%,107.46
25950,0219,0029,63,98.41%,117.86
25951,0219,0030,69,94.2%,97.8
25952,0219,0031,74,97.3%,102.11
25953,0219,0032,75,97.33%,102.93
25954,0219,0033,63,93.65%,98.4
25955,0219,0034,49,97.96%,101.31
25956,0219,0035,76,96.05%,98.54
25957,0219,0036,67,97.01%,740.81
25958,0219,0037,74,98.65%,97.85
25959,0219,0038,57,98.25%,810.96
25960,0219,0039,74,98.65%,96.85
25961,0219,0040,60,95%,154.32
25962,0219,0041,43,97.67%,109.21
25963,0219,0042,58,96.55%,100.57
25964,0219,0043,65,96.92%,104.29
25965,0219,0044,56,98.21%,101.38
25966,0219,0045,63,95.24%,103.35
25967,0219,0046,70,97.14%,101.59
25968,0219,0047,65,95.38%,93.38
25969,0219,0048,79,96.2%,92.01
25970,0219,0049,76,97.37%,103.03
25971,0219,0050,73,93.15%,97.23
25972,0219,0051,64,98.44%,104.75
25973,0219,0052,44,97.73%,118.45
25974,0219,0053,41,92.68%,91.59
25975,0219,0054,43,95.35%,92.33
25976,0219,0055,47,100%,97.49
25977,0219,0056,40,97.5%,121.83
25978,0219,0057,49,100%,114.12
25979,0219,0058,46,93.48%,98.43
25980,0219,0059,58,93.1%,139426.03
25981,0219,0100,56,92.86%,110.79
25982,0219,0101,55,98.18%,106.65
25983,0219,0102,64,95.31%,101.92
25984,0219,0103,54,96.3%,107.93
25985,0219,0104,42,97.62%,96.31
25986,0219,0105,46,100%,99.61
25987,0219,0106,49,100%,108.71
25988,0219,0107,59,98.31%,775.81
25989,0219,0108,56,98.21%,103.43
25990,0219,0109,47,95.74%,149.66
25991,0219,0110,52,98.08%,98.06
25992,0219,0111,62,100%,103.27
25993,0219,0112,46,97.83%,98.63
25994,0219,0113,52,98.08%,97.27
25995,0219,0114,40,95%,106.38
25996,0219,0115,45,95.56%,94.6
25997,0219,0116,52,96.15%,110
25998,0219,0117,43,100%,136.98
25999,0219,0118,33,96.97%,100.3
26000,0219,0119,39,97.44%,105.44
26001,0219,0120,53,100%,96.92
26002,0219,0121,36,97.22%,89.31
26003,0219,0122,34,100%,94.03
26004,0219,0123,32,100%,94.25
26005,0219,0124,28,100%,94.32
26006,0219,0125,40,90%,97.73
26007,0219,0126,42,100%,101.45
26008,0219,0127,45,100%,103.56
26009,0219,0128,43,97.67%,100.74
26010,0219,0129,36,94.44%,101.44
26011,0219,0130,33,87.88%,99.7
26012,0219,0131,34,97.06%,97.91
26013,0219,0132,48,100%,98.67
26014,0219,0133,36,97.22%,93.97
26015,0219,0134,48,93.75%,94.71
26016,0219,0135,34,97.06%,89.18
26017,0219,0136,46,100%,94.3
26018,0219,0137,58,94.83%,98.53
26019,0219,0138,22,100%,98.45
26020,0219,0139,27,100%,89.11
26021,0219,0140,33,96.97%,97.55
26022,0219,0141,34,100%,94.88
26023,0219,0142,22,95.45%,1908.14
26024,0219,0143,27,100%,113
26025,0219,0144,45,100%,97.2
26026,0219,0145,31,96.77%,93.32
26027,0219,0146,36,100%,100.06
26028,0219,0147,32,100%,94.69
26029,0219,0148,35,100%,97.91
26030,0219,0149,29,100%,100.38
26031,0219,0150,20,100%,98.8
26032,0219,0151,24,100%,102.71
26033,0219,0152,27,92.59%,96.26
26034,0219,0153,28,100%,99.54
26035,0219,0154,36,94.44%,118.58
26036,0219,0155,37,91.89%,107.22
26037,0219,0156,32,93.75%,95.03
26038,0219,0157,28,89.29%,131.71
26039,0219,0158,25,92%,99.24
26040,0219,0159,25,96%,97
26041,0219,0200,22,90.91%,119.05
26042,0219,0201,28,100%,115.68
26043,0219,0202,31,96.77%,93.87
26044,0219,0203,23,100%,99.78
26045,0219,0204,32,100%,93.16
26046,0219,0205,28,89.29%,105.11
26047,0219,0206,38,100%,100.16
26048,0219,0207,12,100%,81.75
26049,0219,0208,22,100%,136.27
26050,0219,0209,16,93.75%,100.13
26051,0219,0210,38,97.37%,94.45
26052,0219,0211,29,93.1%,99.1
26053,0219,0212,24,79.17%,92
26054,0219,0213,19,100%,89.84
26055,0219,0214,32,96.88%,99.09
26056,0219,0215,41,97.56%,100.29
26057,0219,0216,37,100%,95.62
26058,0219,0217,40,97.5%,93.33
26059,0219,0218,34,100%,92.5
26060,0219,0219,25,96%,101.04
26061,0219,0220,30,96.67%,100.53
26062,0219,0221,23,100%,98.74
26063,0219,0222,24,95.83%,130.96
26064,0219,0223,25,96%,102.24
26065,0219,0224,26,92.31%,94.42
26066,0219,0225,19,94.74%,103.79
26067,0219,0226,30,100%,105.3
26068,0219,0227,24,100%,121.21
26069,0219,0228,18,88.89%,101.61
26070,0219,0229,20,100%,2099.9
26071,0219,0230,23,100%,98.52
26072,0219,0231,20,90%,109.9
26073,0219,0232,16,100%,100.13
26074,0219,0233,25,100%,91.76
26075,0219,0234,19,100%,2237.16
26076,0219,0235,22,100%,1913.09
26077,0219,0236,25,100%,107.12
26078,0219,0237,17,94.12%,109.29
26079,0219,0238,22,95.45%,103.55
26080,0219,0239,15,93.33%,120.2
26081,0219,0240,17,100%,91.29
26082,0219,0241,17,100%,100.71
26083,0219,0242,17,94.12%,114.41
26084,0219,0243,25,84%,120.32
26085,0219,0244,28,92.86%,130.68
26086,0219,0245,31,96.77%,101.39
26087,0219,0246,17,94.12%,88.82
26088,0219,0247,23,100%,107.39
26089,0219,0248,23,86.96%,105.52
26090,0219,0249,16,87.5%,97.75
26091,0219,0250,19,89.47%,98.84
26092,0219,0251,13,92.31%,103.23
26093,0219,0252,24,91.67%,112.75
26094,0219,0253,17,100%,92.18
26095,0219,0254,23,95.65%,101.7
26096,0219,0255,15,100%,110.07
26097,0219,0256,16,87.5%,103.56
26098,0219,0257,19,100%,78.37
26099,0219,0258,32,100%,118.19
26100,0219,0259,34,100%,96.74
26101,0219,0300,18,100%,103.39
26102,0219,0301,26,84.62%,230.19
26103,0219,0302,14,100%,90.93
26104,0219,0303,18,83.33%,96.83
26105,0219,0304,25,88%,98.68
26106,0219,0305,16,93.75%,101.13
26107,0219,0306,17,100%,91.53
26108,0219,0307,19,89.47%,93.95
26109,0219,0308,17,94.12%,92.65
26110,0219,0309,26,96.15%,93.96
26111,0219,0310,13,84.62%,95.23
26112,0219,0311,15,93.33%,115.87
26113,0219,0312,26,96.15%,92.77
26114,0219,0313,21,95.24%,85.48
26115,0219,0314,13,100%,97.15
26116,0219,0315,14,78.57%,98.21
26117,0219,0316,11,100%,108.64
26118,0219,0317,26,96.15%,103.42
26119,0219,0318,18,100%,96.44
26120,0219,0319,26,96.15%,94.42
26121,0219,0320,18,100%,96.11
26122,0219,0321,14,92.86%,100.79
26123,0219,0322,16,93.75%,83.75
26124,0219,0323,16,100%,99.63
26125,0219,0324,14,100%,96.21
26126,0219,0325,15,86.67%,107.6
26127,0219,0326,17,88.24%,96.06
26128,0219,0327,20,95%,95.85
26129,0219,0328,18,100%,99.67
26130,0219,0329,12,100%,95.33
26131,0219,0330,12,100%,101.08
26132,0219,0331,11,90.91%,80.09
26133,0219,0332,13,100%,92.23
26134,0219,0333,16,100%,92.25
26135,0219,0334,11,100%,86.73
26136,0219,0335,26,96.15%,98.69
26137,0219,0336,18,100%,2310.5
26138,0219,0337,23,95.65%,93.61
26139,0219,0338,25,96%,93.32
26140,0219,0339,27,96.3%,95.96
26141,0219,0340,19,100%,86.58
26142,0219,0341,20,90%,105.45
26143,0219,0342,11,100%,121.45
26144,0219,0343,26,88.46%,98.15
26145,0219,0344,18,94.44%,96.67
26146,0219,0345,8,75%,102.38
26147,0219,0346,12,100%,80.25
26148,0219,0347,22,100%,91.41
26149,0219,0348,20,100%,97.4
26150,0219,0349,16,100%,100.25
26151,0219,0350,14,100%,100.29
26152,0219,0351,25,100%,110.6
26153,0219,0352,11,100%,127.64
26154,0219,0353,18,100%,2343.67
26155,0219,0354,16,93.75%,107.88
26156,0219,0355,13,100%,99
26157,0219,0356,16,93.75%,101.81
26158,0219,0357,19,94.74%,102.68
26159,0219,0358,21,95.24%,93.86
26160,0219,0359,13,100%,99.38
26161,0219,0400,18,83.33%,95.33
26162,0219,0401,16,81.25%,99.69
26163,0219,0402,13,92.31%,90.92
26164,0219,0403,18,94.44%,95.83
26165,0219,0404,8,100%,100.63
26166,0219,0405,9,100%,93.22
26167,0219,0406,12,91.67%,91.25
26168,0219,0407,7,85.71%,79.71
26169,0219,0408,25,100%,89.4
26170,0219,0409,15,100%,101.2
26171,0219,0410,14,92.86%,93.86
26172,0219,0411,12,91.67%,89.92
26173,0219,0412,29,96.55%,98.31
26174,0219,0413,5,80%,101.6
26175,0219,0414,11,100%,95.36
26176,0219,0415,9,100%,94.78
26177,0219,0416,14,92.86%,100.07
26178,0219,0417,23,86.96%,94.26
26179,0219,0418,21,90.48%,90.43
26180,0219,0419,22,100%,96.86
26181,0219,0420,11,90.91%,95.73
26182,0219,0421,14,100%,87.64
26183,0219,0422,10,100%,103.3
26184,0219,0423,13,84.62%,100
26185,0219,0424,5,100%,108.2
26186,0219,0425,22,100%,92.32
26187,0219,0426,15,86.67%,101.6
26188,0219,0427,13,100%,93.46
26189,0219,0428,16,100%,96.5
26190,0219,0429,14,100%,91.79
26191,0219,0430,14,92.86%,96.5
26192,0219,0431,9,100%,106.56
26193,0219,0432,9,100%,115.78
26194,0219,0433,13,100%,99
26195,0219,0434,15,100%,96.87
26196,0219,0435,24,95.83%,92.42
26197,0219,0436,25,84%,96.64
26198,0219,0437,12,91.67%,100.83
26199,0219,0438,5,100%,101.8
26200,0219,0439,10,70%,103.8
26201,0219,0440,12,100%,112.42
26202,0219,0441,20,100%,99.25
26203,0219,0442,12,91.67%,104.08
26204,0219,0443,10,100%,91.5
26205,0219,0444,10,100%,95.9
26206,0219,0445,8,87.5%,92.13
26207,0219,0446,19,89.47%,2198.26
26208,0219,0447,18,100%,100
26209,0219,0448,16,100%,97.25
26210,0219,0449,11,100%,87.27
26211,0219,0450,22,95.45%,101.91
26212,0219,0451,14,92.86%,99.86
26213,0219,0452,21,95.24%,83.86
26214,0219,0453,27,96.3%,105.37
26215,0219,0454,12,100%,92.08
26216,0219,0455,16,93.75%,99.75
26217,0219,0456,27,100%,95.04
26218,0219,0457,15,100%,103.2
26219,0219,0458,19,94.74%,94.47
26220,0219,0459,15,93.33%,101.33
26221,0219,0500,27,96.3%,101.59
26222,0219,0501,21,95.24%,104.9
26223,0219,0502,15,93.33%,97.87
26224,0219,0503,12,100%,99.58
26225,0219,0504,14,100%,90.64
26226,0219,0505,16,100%,133.25
26227,0219,0506,21,100%,91.19
26228,0219,0507,24,91.67%,96.96
26229,0219,0508,17,94.12%,141.71
26230,0219,0509,18,88.89%,91.56
26231,0219,0510,19,100%,96.47
26232,0219,0511,13,100%,101.62
26233,0219,0512,11,100%,102.18
26234,0219,0513,20,80%,99.55
26235,0219,0514,19,84.21%,100.79
26236,0219,0515,9,100%,93.78
26237,0219,0516,22,100%,92.64
26238,0219,0517,16,93.75%,99.31
26239,0219,0518,16,87.5%,104.56
26240,0219,0519,15,93.33%,96.13
26241,0219,0520,19,94.74%,93.21
26242,0219,0521,9,100%,92.56
26243,0219,0522,14,100%,99.07
26244,0219,0523,20,95%,93.2
26245,0219,0524,16,100%,2600.94
26246,0219,0525,7,85.71%,101.43
26247,0219,0526,8,100%,101.5
26248,0219,0527,9,100%,94.78
26249,0219,0528,16,93.75%,101.13
26250,0219,0529,19,94.74%,98.84
26251,0219,0530,20,100%,102.95
26252,0219,0531,13,76.92%,101.31
26253,0219,0532,13,100%,95
26254,0219,0533,28,92.86%,1524.79
26255,0219,0534,28,96.43%,97.29
26256,0219,0535,22,90.91%,102.32
26257,0219,0536,15,86.67%,101.07
26258,0219,0537,20,95%,96.9
26259,0219,0538,22,100%,122.95
26260,0219,0539,25,92%,103.2
26261,0219,0540,27,96.3%,99.67
26262,0219,0541,30,96.67%,96.37
26263,0219,0542,18,88.89%,99.61
26264,0219,0543,25,96%,97.88
26265,0219,0544,25,100%,1692.88
26266,0219,0545,25,96%,99.24
26267,0219,0546,27,92.59%,99.63
26268,0219,0547,35,100%,1244.26
26269,0219,0548,21,90.48%,124.76
26270,0219,0549,34,94.12%,103.68
26271,0219,0550,40,100%,96.75
26272,0219,0551,25,100%,97
26273,0219,0552,16,100%,103.56
26274,0219,0553,20,95%,98
26275,0219,0554,18,94.44%,92.78
26276,0219,0555,20,80%,104.95
26277,0219,0556,26,96.15%,98.96
26278,0219,0557,41,90.24%,102.44
26279,0219,0558,24,95.83%,98.38
26280,0219,0559,29,96.55%,104.79
26281,0219,0600,34,97.06%,100.24
26282,0219,0601,24,95.83%,100.5
26283,0219,0602,34,91.18%,111.09
26284,0219,0603,25,92%,101.92
26285,0219,0604,29,93.1%,130.52
26286,0219,0605,40,97.5%,112.05
26287,0219,0606,31,100%,110.26
